Year,Edition,Card Number In set,Name,Team,Points,OnBase,Speed,Position,Handedness,Icon,Pop Up,Strikeout,Ground Ball,Fly Ball,Walk,Single,Single Plus,Double,Triple,Home Run
'03,UL,117,Todd Zeile,Rockies,170,10,8,3B+1,R,,-,1-,2-4,5-6,7-11,12-17,-,18-19,-,20+
'04,UL,326,Damian Rolls,Devil Rays,150,9,13,3B+1,R,,-,1-2,3-4,5-6,7-8,9-15,16-,17-19,-,20+
'03,UL,36,*Felipe Lopez,Reds,140,9,17,SS+2,S,,-,1-2,3-5,6-,7-10,11-16,17-18,19-,20-21,22+
'02,UL,154,Jose Vizcaino,Astros,120,10,19,"SS+2, 2B+1",S,,-,-,1-5,6-7,8-9,10-19,-,-,20-26,27+
'05,UL,153,**Carlos Baerga,Nationals,180,9,10,1B+0,S,,-,1-,2-5,6-,7-9,10-17,-,18-19,-,20+
'02,UL,37,Rey Sanchez,Braves,190,9,20,SS+5,R,,-,-,1-7,-,-,8-17,18-,19-,20-26,27+
'01,1st,17,Danny Bautista,Diamondbacks,150,7,B,LF-RF+1,R,,-,-,1-3,4-,5-,6-13,14-,15-16,17-18,19-20
'05,UL,58,**Orlando Palmeiro,Astros,40,10,10,LF-RF+1,L,,-,1-,2-3,4-6,7-11,12-18,-,19-,-,20+
'02,UL,56,*Tim Salmon,Angels,120,10,14,LF-RF+1,R,,-,1-3,4-,5-6,7-14,15-18,-,19-,-,20+
'03,UL,18,**Carl Crawford,Devil Rays,150,9,16,LF-RF+2,L,R,-,1-,2-4,5-6,7-8,9-17,-,18-19,20-,21+
'02,UL,59,*Rickey Henderson,Red Sox,160,10,18,LF-RF+0,R,,-,1-2,3-4,5-6,7-14,15-16,18-,19-,-,20+
'05,UL,312,Mike Matheny,Cardinals,110,9,10,C+11,R,G,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'01,1st,145,*Darryl Hamilton,Mets,220,9,B,"CF+3, LF-RF+2",L,,-,-,1-3,4-5,6-9,10-18,-,19-,20-,-
'02,UL,328,Jason Tyner,Devil Rays,170,9,23,"CF+2, LF-RF+1",L,,-,-,1-5,6-,7-,8-17,18-19,-,20-26,27+
'04,UL,225,Ty Wigginton,Mets,150,9,15,3B+1,R,,-,1-2,3-4,5-6,7-9,10-15,16-,17-19,-,20+
'01,P,56,Melvin Mora,Orioles,220,8,A,SS+2,R,,-,1-2,3-,4-5,6-8,9-15,16-,17-18,19-,20+
'01,1st,56,Melvin Mora,Orioles,220,8,A,SS+2,R,,-,1-2,3-,4-5,6-8,9-15,16-,17-18,19-,20+
'01,1st,226,Chad Kreuter,Dodgers,240,9,C,C+7,S,,-,1-2,3-,-,4-13,14-18,-,19-,-,20+
'05,UL,240,Marco Scutaro,Athletics,160,9,8,2B+3,R,,-,1-,2-4,5-6,7-8,9-16,-,17-19,-,20+
'00,1st,111,*Aramis Ramirez,Pirates,240,8,B,3B+0,R,,-,-,1-2,3-5,6-9,10-15,-,16-18,-,19-20
'00,1st,261,Todd Walker,Twins,220,7,A,2B+1,L,,-,-,1-2,3-,4-6,7-12,13-14,15-18,19-,20+
'00,1st,99,Brook Fordyce,White Sox,230,8,B,C+6,R,,-,-,1-3,4-5,6-7,8-15,-,16-19,-,20+
'05,UL,48,Gabe Kapler,Red Sox,110,9,13,LF-RF+1,R,,-,1-,2-4,5-6,7-8,9-16,-,17-19,-,20+
'02,UL,68,*Jacob Cruz,Tigers,170,10,16,CF+1,L,,-,1-2,3-5,6-7,8-11,12-16,17-,18-19,20-,21+
'03,UL,162,Eric Karros,Dodgers,130,9,9,1B+0,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'04,UL,86,Juan Castro,Reds,100,9,9,IF+0,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'01,1st,157,*Luis Sojo,Yankees,180,7,B,"2B+4, 3B+1",R,,-,-,1-3,4-5,-,6-15,-,16-18,-,19-20
'01,1st,162,Juan Gonzalez,Tigers,190,7,C,LF-RF+0,R,,-,1-,2-,3-,4-5,6-13,-,14-16,-,17-20
'03,UL,27,Rafael Furcal,Braves,210,9,17,SS+4,S,,-,1-,2-4,5-6,7-9,10-16,17-,18-19,20-,21+
'03,P,28,Fernando Vina,Cardinals,150,9,14,2B+4,L,G,-,-,1-3,4-5,6-8,9-16,17-18,19-20,-,21+
'03,UL,281,Fernando Vina,Cardinals,150,9,14,2B+4,L,G,-,-,1-3,4-5,6-8,9-16,17-18,19-20,-,21+
'04,UL,65,Kenny Lofton,Cubs,110,9,20,CF+1,L,,-,1-,2-4,5-6,7-9,10-16,17-,18-19,-,20+
'04,P,20,Paul Lo Duca,Dodgers,140,9,8,"C+9, 1B+0",R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'04,UL,181,Paul Lo Duca,Dodgers,140,9,8,"C+9, 1B+0",R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'00,1st,52,*Robert Fick,Tigers,250,7,B,C+3,R,,-,1-,-,2-4,5-7,8-13,-,14-16,17-,18-20
'05,UL,210,Richard Hidalgo,Mets,130,9,10,LF-RF+1,R,,-,1-2,3-4,5-7,8-10,11-16,-,17-18,-,19+
'05,UL,34,**Richard Hidalgo,Rangers,150,9,10,LF-RF+1,R,,-,1-2,3-4,5-7,8-10,11-16,-,17-18,-,19+
'03,UL,50,**Todd Hollandsworth,Marlins,190,10,12,LF-RF+0,L,,-,1-2,3-5,6-7,8-10,11-17,-,18-19,-,20+
'00,1st,405,Darren Bragg,Cardinals,260,9,B,OF+2,L,,-,1-3,4-5,-,6-12,13-18,-,19-,-,20+
'05,UL,2,David Eckstein,Angels,90,10,15,SS+1,R,,-,1-,2-4,5-6,7-9,10-17,18-,19-20,-,21+
'04,UL,10,*Carl Everett,Expos,80,9,13,LF-RF+2,S,,-,1-,2-4,5-7,8-10,11-16,-,17-19,-,20+
'01,1st,256,David Ortiz,Twins,180,9,C,---,L,,-,1-2,3-4,5-,6-10,11-15,-,16-19,-,20+
'05,UL,128,**David Eckstein,Cardinals,110,10,15,SS+0,R,,-,1-,2-4,5-6,7-9,10-17,18-,19-20,-,21+
'03,UL,42,*Neifi Perez,Giants,180,9,13,2B+4,S,,-,1-,2-4,5-6,7-8,9-16,17-,18-19,20-,21+
'03,UL,72,Bill Mueller,Cubs,120,10,8,3B+0,S,,-,1-,2-4,5-6,7-11,12-17,-,18-19,-,20+
'03,UL,30,**Dean Palmer,Tigers,140,9,10,DH,R,,-,1-2,3-4,5-6,7-11,12-16,-,17-18,-,19+
'00,1st,415,Edgar Renteria,Cardinals,210,7,A,SS+3,R,,-,-,1-,2-3,4-7,8-13,14-16,17-19,-,20+
'00,1st,112,*Bret Boone,Padres,230,7,B,2B+2,R,,-,1-,2-,3-4,5-7,8-13,14-,15-17,-,18-20
'00,1st,365,Eric Owens,Padres,210,7,A,"CF+2, LF-RF+1",R,,-,-,1-3,4-,5-7,8-13,14-16,17-18,19-,20+
'00,1st,138,*Gerald Williams,Devil Rays,260,7,A,OF+1,R,,-,1-,2-,3-5,6-8,9-13,14-,15-17,-,18-20
'00,1st,422,John Flaherty,Devil Rays,210,7,C,C+8,R,,-,-,1-2,3-5,-,6-16,-,17-,-,18-20
'03,UL,7,**Roger Cedeno,Mets,180,9,18,LF-RF+0,S,,-,1-,2-4,5-6,7-9,10-15,16-17,18-19,-,20+
'01,1st,162,*Brook Fordyce,Orioles,190,7,C,C+3,R,,-,1-,-,2-3,4-6,7-15,-,16-,-,17-20
'00,1st,438,Mark Mclemore,Rangers,240,8,B,2B+3,S,,-,-,1-2,3-,4-9,10-17,18-,-,19-,20+
'03,UL,283,Steve Cox,Devil Rays,130,9,11,1B+0,L,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'00,1st,214,Tim Spehr,Royals,260,7,B,C+3,R,,-,1-2,-,3-4,5-14,-,-,15-,-,16-20
'03,UL,136,Eric Owens,Marlins,110,9,18,OF+2,R,,-,1-,2-5,6-,7-9,10-15,16-18,19-20,-,21+
'01,1st,231,Ron Belliard,Brewers,190,8,B,2B+3,R,,-,-,1-3,4-,5-10,11-16,-,17-18,19-,20+
'01,1st,368,Rich Aurilia,Giants,200,8,C,SS+3,R,,-,1-,2-,3-5,6-9,10-16,-,17-18,-,19-20
'01,1st,200,Carlos Beltran,Royals,190,7,A,"CF+2, LF-RF+1",R,,-,1-,2-4,5-,6-8,9-14,15-16,17-,18-,19-20
'00,1st,427,Kevin Stocker,Devil Rays,300,9,A,SS+4,S,,-,1-,2-3,4-5,6-9,10-18,19-,20-,-,-
'00,1st,79,Jason Varitek,Red Sox,230,7,C,C+5,S,,-,1-,2-,3-4,5-7,8-12,-,13-17,-,18-20
'00,DS,79,Jason Varitek,Red Sox,230,7,C,C+5,S,,-,1-,2-,3-4,5-7,8-12,-,13-17,-,18-20
'01,1st,251,Jacque Jones,Twins,170,7,B,LF-RF+1,L,,-,1-2,3-5,-,-,6-13,14-,15-16,17-,18-20
'01,1st,93,*Bubba Trammell,Padres,190,8,B,LF-RF+1,R,,-,1-3,4-,5-,6-10,11-15,16-,17-18,-,19-20
'00,1st,295,Scott Brosius,Yankees,190,6,B,3B+3,R,,-,-,1-,2-3,4-7,8-12,13-,14-16,-,17-20
'03,UL,127,Dmitri Young,Tigers,130,9,9,DH,S,,-,1-,2-4,5-,6-8,9-16,-,17-19,-,20+
'03,UL,163,Paul Lo Duca,Dodgers,210,9,10,C+5,R,,-,-,1-4,5-6,7-8,9-16,-,17-19,-,20+
'02,UL,39,*Marcus Giles,Braves,150,10,12,2B+2,R,,-,1-2,3-4,5-6,7-11,12-17,-,18-20,-,21+
'00,1st,381,Bill Mueller,Giants,220,9,B,3B+3,S,,-,-,1-3,4-,5-11,12-19,-,20-,-,-
'04,UL,172,Michael Tucker,Royals,140,9,12,OF+0,L,,-,1-2,3-4,5-6,7-9,10-16,-,17-18,19-,20+
'01,1st,181,Henry Rodriguez,Marlins,190,7,C,LF-RF+1,L,,-,1-2,-,3-4,5-8,9-13,-,14-16,-,17-20
'00,1st,6,Troy Glaus,Angels,240,7,B,3B+1,R,,-,1-2,-,3-4,5-11,12-14,-,15-16,-,17-20
'00,FS,6,Troy Glaus,Angels,240,7,B,3B+1,R,,-,1-2,-,3-4,5-11,12-14,-,15-16,-,17-20
'00,1st,299,Chili Davis,Yankees,230,8,B,DH,S,,-,1-,2-3,4-,5-10,11-16,-,17-18,-,19-20
'01,1st,75,*Rico Brogna,Braves,100,7,B,1B+0,L,,-,1-3,4-5,-,6-7,8-15,-,16-18,-,19-20
'04,UL,185,Dave Roberts,Dodgers,80,9,23,CF+0,L,,-,-,1-3,4-5,6-9,10-15,16-18,19-,20-,21+
'05,UL,160,Matt Stairs,Royals,100,10,9,LF-RF+1,L,,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
'03,UL,3,*Carlos Febles,Royals,150,9,20,2B+2,R,,-,1-,2-4,5-,6-7,8-15,16-18,19-20,21-22,23+
'03,UL,279,Jay Payton,Padres,90,9,10,CF+3,R,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'05,UL,133,**Brian Schneider,Nationals,80,9,12,C+8,L,,-,1-3,4-6,7-,8-10,11-16,-,17-19,-,20+
'05,UL,145,Adam Everett,Astros,130,9,14,SS+2,R,,-,1-,2-3,4-6,7-8,9-16,17-,18-19,-,20+
'03,UL,62,**Royce Clayton,Brewers,220,9,14,SS+3,R,,-,1-,2-4,5-,6-8,9-17,-,18-19,20-,21+
'00,1st,182,Mike Lowell,Marlins,200,7,C,3B+2,R,,-,1-2,-,3-4,5-8,9-15,-,16-17,-,18-20
'00,DS,161,Damion Easley,Tigers,240,8,B,2B+2,R,,-,1-2,3-4,5-,6-10,11-15,16-,17-18,-,19-20
'00,1st,161,Damion Easley,Tigers,240,8,B,2B+2,R,,-,1-2,3-4,5-,6-10,11-15,16-,17-18,-,19-20
'00,1st,107,*Wil Cordero,Pirates,230,7,B,LF-RF+1,R,,-,1-,2-,3-4,5-7,8-13,14-16,17-,-,18-20
'00,1st,283,Matt Franco,Mets,210,8,C,"1B+0, 3B+0, LF-RF+1",L,,-,-,1-3,4-,5-12,13-17,-,18-,-,19-20
'04,UL,98,Josh Bard,Indians,80,9,8,C+8,S,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'04,UL,3,Darin Erstad,Angels,60,9,12,CF+3,L,,-,1-,2-4,5-6,7-9,10-18,-,19-,-,20+
'02,UL,79,*Rey Sanchez,Red Sox,200,10,12,2B+0,R,,-,1-,2-5,6-7,8-10,11-17,-,18-,19-22,23+
'04,UL,342,Eric Hinske,Blue Jays,110,9,14,3B+0,L,,-,1-2,3-4,5-6,7-11,12-14,15-,16-19,-,20+
'05,P,22,Willie Bloomquist,Mariners,10,9,14,3B+0,R,,-,1-2,3-4,5-6,7-8,9-15,16-17,18-19,-,20+
'02,UL,50,**Shea Hillenbrand,Red Sox,100,8,14,3B+1,R,,-,-,1-5,6-,-,7-16,-,17-18,-,19+
'05,UL,222,Kenny Lofton,Yankees,40,10,12,CF+1,L,,-,1-,2-4,5-6,7-11,12-18,-,19-,20-,21+
'05,UL,126,**Kenny Lofton,Phillies,60,10,12,CF+1,L,,-,1-,2-4,5-6,7-11,12-18,-,19-,20-,21+
'05,UL,137,**Todd Pratt,Phillies,40,10,10,C+2,R,,-,1-2,3-4,5-6,7-11,12-18,-,19-,-,20+
'04,UL,241,Mark Ellis,Athletics,110,9,11,2B+4,R,,-,1-,2-3,4-6,7-10,11-17,-,18-19,-,20+
'01,1st,131,*Eric Davis,Giants,220,9,B,LF-RF+1,R,,-,1-2,3-4,-,5-10,11-18,-,19-,-,20+
'00,1st,237,Marquis Grissom,Brewers,260,7,A,OF+1,R,,-,1-,2-3,4-5,6-7,8-14,15-16,17-,-,18-20
'02,UL,170,Marquis Grissom,Dodgers,110,7,15,"CF+2, LF-RF+1",R,,-,1-4,5-7,-,-,8-13,14-,15-16,-,17+
'03,UL,9,Orlando Palmeiro,Angels,60,10,11,OF+1,L,,-,1-,2-4,5-6,7-10,11-18,-,19-20,-,21+
'00,1st,162,Juan Encarnacion,Tigers,220,6,A,LF-RF+2,R,,-,1-2,3-4,5-,-,6-7,8-11,12-15,16-,17-20
'04,UL,96,**Jay Payton,Red Sox,110,9,9,CF+3,R,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'01,1st,142,*Robert Fick,Tigers,130,7,A,"C+2, 1B+0",L,,-,1-3,4-,5-,6-11,12-15,16-,17-,18-,19-20
'01,1st,83,Ricky Gutierrez,Cubs,230,9,B,SS+2,R,,-,-,1-4,-,5-11,12-17,18-,19-,-,20+
'03,UL,239,Pokey Reese,Pirates,130,9,13,2B+4,R,,-,1-,2-3,4-5,6-9,10-16,17-18,19-20,-,21+
'04,UL,14,**Brian Schneider,Expos,90,9,10,C+11,L,,-,1-2,3-5,6-7,8-11,12-16,-,17-19,-,20+
'05,UL,110,Charles Johnson,Rockies,10,10,10,C+5,R,,-,1-2,3-5,6-7,8-13,14-17,-,18-19,-,20+
'01,1st,110,*Russ Branyan,Indians,240,7,C,"3B+1, LF-RF+1",L,,-,1-5,-,-,6-11,12-13,-,-,14-,15-20
'01,P,362,Eric Owens,Padres,180,8,A,"CF+2, LF-RF+1",R,,-,-,1-4,-,5-6,7-16,17-18,19-,20-,-
'01,1st,362,Eric Owens,Padres,180,8,A,"CF+2, LF-RF+1",R,,-,-,1-4,-,5-6,7-16,17-18,19-,20-,-
'05,UL,164,**Brian Jordan,Braves,50,9,10,LF-RF+2,R,,-,1-,2-4,5-7,8-10,11-16,-,17-19,-,20+
'04,UL,17,**Eric Young,Rangers,120,9,19,2B+2,R,,-,1-,2-4,5-6,7-11,12-15,16-17,18-19,-,20+
'01,UL,33,Rafael Furcal,Braves,250,9,A,SS+1,S,,-,1-,2-3,-,4-10,11-16,17-19,20-,-,-
'01,1st,33,Rafael Furcal,Braves,250,9,A,SS+1,S,,-,1-,2-3,-,4-10,11-16,17-19,20-,-,-
'02,UL,44,Jerry Hairston Jr.,Orioles,190,9,20,2B+4,R,,-,-,1-4,5-7,8-11,12-15,16-17,18-19,20-22,23+
'01,1st,75,Jose Offerman,Red Sox,140,8,C,"2B+1, 1B+0",S,,-,-,1-,2-3,4-10,11-18,-,-,19-,20+
'03,UL,32,**Matt Williams,Diamondbacks,140,9,10,3B+0,R,,-,1-2,3-4,5-6,7-10,11-17,-,18-,-,19+
'03,UL,53,*Michael Tucker,Royals,210,9,15,OF+1,L,,-,1-2,3-4,5-6,7-9,10-15,16-17,18-,19-22,23+
'00,1st,103,Greg Norton,White Sox,240,8,B,3B+0,S,,-,1-,2-3,4-,5-11,12-16,-,17-18,-,19-20
'03,UL,39,Jeff Conine,Orioles,110,9,12,1B+0,R,,-,1-,2-4,5-7,8-9,10-17,-,18-19,-,20+
'00,1st,102,Carlos Lee,White Sox,220,7,B,LF-RF+1,R,,-,-,1-2,3-5,-,6-14,-,15-17,-,18-20
'00,1st,233,Ron Belliard,Brewers,270,9,B,2B+2,R,,-,-,1-3,4-5,6-10,11-17,-,18-19,-,20+
'00,FS,233,Ron Belliard,Brewers,270,9,B,2B+2,R,,-,-,1-3,4-5,6-10,11-17,-,18-19,-,20+
'02,UL,54,**Doug Glanville,Phillies,160,8,19,OF+3,R,,-,1-,2-4,5-7,8-12,13-15,16-17,18-,-,19+
'00,1st,424,Dave Martinez,Devil Rays,230,8,B,"CF+0, LF-RF+1",L,,-,1-,2-,3-4,5-8,9-16,17-,18-,19-,20+
'02,UL,160,Joe Randa,Royals,120,9,13,3B+1,R,,-,-,1-4,5-6,7-9,10-16,-,17-19,-,20+
'05,UL,131,Alex Gonzalez,Marlins,100,9,14,SS+2,R,,-,1-2,3-4,5-8,9-10,11-16,-,17-18,-,19+
'03,UL,35,**Hee Seop Choi,Cubs,130,9,10,1B+0,L,R,-,1-2,3-4,5-6,7-11,12-17,-,18-19,-,20+
'03,UL,144,Orlando Merced,Astros,70,10,10,LF-RF+1,L,,-,1-2,3-5,6-7,8-11,12-18,-,19-,-,20+
'03,UL,40,**Brent Butler,Rockies,170,9,10,"2B+2, 3B+1",R,,-,1-,2-4,5-7,8-,9-16,-,17-18,19-,20+
'04,UL,60,Paul Bako,Cubs,60,9,8,C+7,L,,-,1-,2-3,4-5,6-10,11-16,-,17-19,20-,21+
'00,1st,174,Dave Berg,Marlins,260,8,B,"2B+3, SS+3, 3B+1",R,,-,1-2,3-,4-,5-7,8-17,-,18-19,-,20+
'01,1st,245,Jay Canizaro,Twins,140,7,B,2B+1,R,,-,1-,2-,3-,4-6,7-14,15-,16-18,-,19-20
'00,1st,329,Alex Arias,Phillies,220,8,B,SS+3,R,,-,-,1-3,4-,5-7,8-17,-,18-19,-,20+
'01,1st,38,*Roosevelt Brown,Cubs,120,7,B,LF-RF+0,L,,-,1-2,-,3-,4-6,7-14,15-,16-18,-,19-20
'05,UL,150,Brent Mayne,Royals,90,9,16,C+6,L,,-,1-,2-4,5-6,7-10,11-17,-,18-19,-,20+
'00,1st,388,Jay Buhner,Mariners,260,9,C,LF-RF+0,R,,-,1-4,-,-,5-15,16-17,-,18-,-,19-20
'04,UL,176,Alex Cora,Dodgers,90,9,15,2B+4,L,,-,1-,2-4,5-6,7-8,9-17,-,18-20,-,21+
'05,UL,155,Tony Graffanino,Royals,70,9,13,2B+4,R,,-,-,1-3,4-5,6-9,10-17,18-,19-20,-,21+
'01,1st,105,Chris Singleton,White Sox,160,7,A,"CF+2, LF-RF+1",L,,-,1-,2-5,6-,7-,8-14,15-16,17-,18-,19-20
'03,UL,41,Jay Gibbons,Orioles,140,9,9,LF-RF+1,L,,-,1-,2-4,5-7,8-11,12-16,-,17-18,-,19+
'00,1st,196,Richard Hidalgo,Astros,200,7,B,LF-RF+1,R,,-,-,1-,2-4,5-12,13-,14-,15-17,-,18-20
'01,1st,214,Gregg Zaun,Royals,250,9,B,C+3,S,,-,-,1-2,3-4,5-11,12-17,18-,19-,-,20+
'05,UL,341,Frank Catalanotto,Blue Jays,60,10,9,LF-RF+0,L,,-,1-,2-4,5-6,7-9,10-17,-,18-20,-,21+
'02,UL,263,Jason Kendall,Pirates,70,10,15,C+4,R,,-,-,1-4,5-7,8-11,12-18,19-,20-22,-,23+
'01,1st,55,*Billy McMillon,Tigers,160,9,C,---,L,,-,1-2,-,3-4,5-10,11-17,-,18-19,-,20+
'03,UL,63,**Chone Figgins,Angels,220,9,20,2B+2,S,R,-,1-,2-4,5-6,7-9,10-15,16-17,18-19,20-,21+
'00,1st,201,Bill Spiers,Astros,220,8,B,3B+1,L,,-,-,1-2,3-4,5-8,9-16,17-,18-,19-,20+
'01,1st,8,Ben Molina,Angels,140,7,C,C+7,R,,-,-,1-2,3-4,5-,6-16,-,17-18,-,19-20
'02,UL,276,Damian Jackson,Padres,190,9,22,2B+3,R,,-,1-5,-,6-,7-11,12-16,17-18,19-,20-24,25+
'05,UL,323,Jose Cruz,Devil Rays,120,9,13,LF-RF+1,S,,-,1-2,3-4,5-6,7-11,12-16,17-,18-,19-,20+
'01,1st,143,Jeff Frye,Rockies,190,9,B,2B+2,R,,-,1-,2-3,-,4-7,8-19,-,20-,-,-
'01,1st,431,Gerald Williams,Devil Rays,160,7,B,OF+1,R,,-,1-,2-4,5-,6-,7-14,15-,16-17,-,18-20
'04,UL,332,Rafael Palmeiro,Rangers,250,10,9,DH,L,,-,1-,2-3,4-6,7-12,13-18,-,19-,-,20+
'00,1st,420,Miguel Cairo,Devil Rays,240,8,A,2B+4,R,,-,-,1-3,4-5,6-,7-16,17-18,19-,20-,-
'04,UL,246,Terrence Long,Athletics,70,9,16,OF+1,L,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'01,1st,59,*Joe Crede,White Sox,140,7,C,3B+1,R,,-,1-2,-,3-,4-6,7-16,-,17-,-,18-20
'05,UL,78,**Craig Counsell,Diamondbacks,30,9,15,IF+1,L,,-,1-,2-4,5-6,7-11,12-17,18-,19-20,-,21+
'04,UL,283,Rich Aurilia,Giants,160,9,9,SS+1,R,,-,1-,2-3,4-5,6-8,9-17,-,18-19,-,20+
'01,1st,159,Deivi Cruz,Tigers,130,7,C,SS+3,R,,-,-,1-3,4-,-,5-14,-,15-18,19-,20+
'03,UL,16,**Rey Sanchez,Mets,90,10,16,2B+1,R,,-,1-,2-5,6-7,8-9,10-19,-,20-,-,21+
'00,1st,325,Miguel Tejada,Athletics,220,7,B,SS+2,R,,-,-,1-3,4-5,6-10,11-13,14-,15-16,17-,18-20
'00,1st,232,Eric Young,Dodgers,270,9,A,2B+3,R,,-,-,1-3,4-5,6-11,12-16,17-19,20-,-,-
'00,1st,144,Jeff Barry,Rockies,190,7,C,"CF+0, LF-RF+1",S,,-,-,-,1-3,4-9,10-13,-,14-18,-,19-20
'02,UL,34,*Geoff Jenkins,Brewers,80,8,14,LF-RF+2,L,,-,1-6,-,7-,8-10,11-16,-,17-18,-,19+
'03,UL,290,Juan Gonzalez,Rangers,120,9,9,LF-RF+1,R,,-,1-2,3-4,5-6,7-9,10-16,-,17-19,-,20+
'04,UL,253,David Bell,Phillies,70,9,8,3B+2,R,,-,1-,2-3,4-5,6-11,12-17,-,18-19,-,20+
'04,UL,87,*Larry Bigbie,Orioles,100,9,16,LF-RF+0,L,,-,1-2,3-5,6-7,8-11,12-17,-,18-,-,19+
'00,1st,5,*Scott Spiezio,Angels,210,7,C,DH,S,,-,-,-,1-4,5-9,10-11,-,12-17,-,18-20
'03,UL,45,*Mike Matheny,Cardinals,190,9,11,C+6,R,,-,1-,2-4,5-6,7-9,10-17,-,18-19,-,20+
'00,1st,240,Mark Loretta,Brewers,190,8,B,"SS+1, 1B+1",R,,-,-,1-2,3-4,5-8,9-17,-,18-19,20-,-
'00,1st,114,*Carlos Hernandez,Padres,170,6,B,C+8,R,,-,-,1-2,3-,-,4-16,-,17-,-,18-20
'01,1st,364,Ruben Rivera,Padres,140,6,B,"CF+2, LF-RF+1",R,,-,1-3,-,-,4-10,11-12,13-,14-,15-16,17-20
'00,1st,207,Jeremy Giambi,Royals,170,8,C,1B+0,L,,-,1-2,3-,-,4-9,10-18,-,19-,-,20+
'00,1st,48,*Mike Lansing,Rockies,200,7,B,2B+2,R,,-,1-,2-,3-4,5-,6-15,-,16-18,-,19-20
'01,1st,354,Bret Boone,Padres,160,7,B,2B+2,R,,-,1-2,-,3-4,5-9,10-15,16-,17-,-,18-20
'00,1st,56,Charles Johnson,Orioles,220,8,C,C+8,R,,-,1-3,4-,5-,6-11,12-17,-,18-,-,19-20
'01,1st,35,*Sandy Alomar Jr.,White Sox,130,7,C,C+3,R,,-,-,1-2,3-,-,4-15,-,16-18,-,19-20
'01,1st,153,*Tyler Houston,Brewers,240,6,B,"C+4, 3B+3",L,,-,1-3,4-,5-,-,6-10,-,11-13,-,14-20
'03,UL,38,Mike Bordick,Orioles,110,9,12,SS+5,R,,-,1-2,3-4,5-7,8-11,12-17,-,18-19,-,20+
'03,UL,36,**Mike Bordick,Blue Jays,150,9,12,SS+5,R,,-,1-,2-4,5-7,8-11,12-17,-,18-19,-,20+
'01,1st,322,Randy Velarde,Athletics,190,8,B,2B+4,R,,-,1-2,3-,4-,5-9,10-17,18-,19-,-,20+
'04,UL,6,**Carlos Rivera,Pirates,20,9,13,1B+0,L,R,-,1-2,3-5,6-7,8-11,12-17,-,18-19,-,20+
'00,1st,277,Chris Widger,Expos,210,7,C,C+4,R,,-,1-2,3-,4-,5-7,8-14,-,15-17,-,18-20
'05,UL,189,Cristian Guzman,Twins,130,9,13,SS+3,S,,-,1-,2-5,6-7,8-9,10-16,17-,18-19,-,20+
'00,1st,4,Darin Erstad,Angels,140,6,B,"LF-RF+2, 1B+1",L,,-,-,1-2,3-,4-5,6-15,16-,17-,18-,19-20
'01,1st,6,*Adam Piatt,Athletics,170,8,B,LF-RF+0,R,,-,1-4,-,5-,6-10,11-17,-,-,18-,19-20
'02,UL,318,Edgar Renteria,Cardinals,170,9,18,SS+2,R,,-,-,1-4,5-6,7-9,10-17,18-,19-,-,20+
'01,1st,320,Matt Stairs,Athletics,130,7,B,LF-RF+0,L,,-,1-2,-,3-,4-12,13-15,-,16-17,-,18-20
'01,1st,442,Ricky Ledee,Rangers,140,7,A,LF-RF+1,L,,-,1-2,3-,4-,5-10,11-15,16-,17-,18-,19-20
'00,1st,259,Terry Steinbach,Twins,220,8,B,C+4,R,,-,-,1-3,4-,5-8,9-17,-,18-,19-,20+
'00,1st,366,Ruben Rivera,Padres,210,6,A,OF+2,R,,-,1-4,-,5-,6-14,-,-,15-,-,16-20
'04,P,44,Ron Calloway,Expos,70,9,14,LF-RF+1,L,R,-,1-2,3-5,6-,7-9,10-17,-,18-19,-,20+
'03,P,2,Abraham Nunez,Pirates,90,9,16,SS+5,S,,-,1-,2-5,6-7,8-11,12-18,-,19-21,-,22+
'04,UL,103,Coco Crisp,Indians,90,9,17,OF+1,S,R,-,1-,2-4,5-6,7-8,9-16,17-,18-19,20-,21+
'04,UL,128,Carlos Pena,Tigers,140,9,10,1B+1,L,,-,1-2,3-4,5-6,7-11,12-17,-,18-19,20-,22+
'01,1st,136,*Scott Hatteberg,Red Sox,180,9,C,C+0,L,,-,1-,2-3,4-,5-11,12-17,-,18-19,-,20+
'04,UL,258,Tomas Perez,Phillies,40,9,8,IF+1,S,,-,1-2,3-5,6-7,8-10,11-17,-,18-19,-,20+
'03,UL,244,Kevin Young,Pirates,80,9,10,1B+1,R,,-,1-2,3-4,5-7,8-11,12-17,-,18-19,-,20+
'05,UL,270,Sean Burroughs,Padres,70,10,11,3B+1,L,,-,1-,2-5,6-7,8-9,10-18,-,19-20,-,21+
